onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
1.207	1.4	ERZAEHLER	1	speech	regular	none	Eine Computeranimation	
3.167	3.84	ERZAEHLER	1	speech	regular	HS	Auf einen schroffen Berg mit schneebedeckter Flanke fliegt eine Reihe Sterne zu. 	
7.327	1.6	ERZAEHLER	1	speech	regular	HS	Sie bilden einen Kranz um den Gipfel.	
9.407	0.68	ERZAEHLER	1	speech	regular	none	Paramount	
16.007	3.48	ERZAEHLER	1	speech	regular	HS	Vor bewölktem Himmel schwebt eine grau-weiße Feder durch die Luft.	
20.767	144.8	OST	1	song	instrumental	instrumental		
22.847	2.96	ERZAEHLER	1	speech	regular	HS	In einer Stadt segelt sie über die Baumkronen eines Parks.	
31.847	1.4	ERZAEHLER	1	speech	regular	none	Ein Robert-Zemeckis-Film	
34.287	2.4	ERZAEHLER	1	speech	regular	none	Tom Hanks als Forrest Gump	
40.767	2.16	ERZAEHLER	1	speech	regular	HS	Die Feder fliegt ein paar Meter über den Wipfeln.	
43.887	6.96	ERZAEHLER	1	speech	regular	none	Robin Wright als Jenny, Gary Sinise als Lieutenant Dan, Mykelti Williamson als Bubba und Sally Field als Missis Gump	
51.447	1.28	ERZAEHLER	1	speech	regular	none	Musik: Alan Silvestri	
53.247	1.12	ERZAEHLER	1	speech	regular	none	Drehbuch: Eric Roth	
54.967	2.28	ERZAEHLER	1	speech	regular	none	Nach dem gleichnamigen Roman von Winston Groom	
58.487	1.36	ERZAEHLER	1	speech	regular	none	Regie: Robert Zemeckis	
68.807	4.16	ERZAEHLER	1	speech	regular	HS	In der Nähe eines Kirchturmes sinkt die Feder vor einem weißen Gebäude langsam tiefer.	
77.527	4.52	ERZAEHLER	1	speech	regular	HS	Die Hörfilmfassung wurde produziert vom Bayerischen Rundfunk im Auftrag des Schweizer Fernsehens.	
82.247	3.08	ERZAEHLER	1	speech	regular	none	Text: Koop, Michalski und Beckmann – Hörfilm e.V	
85.927	2.08	ERZAEHLER	1	speech	regular	none	Redaktion: Elmar Dosch und Bernd Benecke	
88.527	1.36	ERZAEHLER	1	speech	regular	none	Tonmischung: Herbert Glaser	
90.207	1.32	ERZAEHLER	1	speech	regular	none	Sprecher: Thomas Meinhardt	
