onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
2.596	1.36	FORREST	1	speech	regular;addendum	none	Meine einzige Freundin.	
4.196	2.28	ERZAEHLER	1	speech	regular	HS	Die Krankenschwester sieht ungerührt in ihre Zeitschrift.	
7.716	0.96	FORREST	1	speech	regular	HS	Meine Mama sagte immer:	
8.716	1.52	FORREST	1	speech	regular	HS	Wunder passieren an jedem Tag.	direkte Rede
10.356	0.92	ERZAEHLER	1	speech	regular	HS	Die Schwester blickt hoch.	
11.316	2.6	FORREST	1	speech	regular	HS;NS;NS	Es gibt Leute, die glauben nicht daran, aber es ist so.	
14.236	2.64	ERZAEHLER	1	speech	regular	none	Forrest und Jenny auf einem Weg.	
15.836	0.92	ERZAEHLER	1	speech	regular	HS	Etwas trifft ihm am Kopf.	
16.796	0.8	BOY #1	1	speech	regular	address	Hey, Blödmann	
17.876	0.92	ERZAEHLER	1	speech	regular	HS	Forrest kippt um.	
18.996	2.0	BOY #2	1	speech	regular	question	Bist du zurückgeblieben oder einfach nur blöd?	
21.476	1.4	BOY #3	1	speech	regular	HS	Nein, ich bin Forrest Gump.	direkte Rede
22.996	1.56	JENNY (child)	1	speech	commanding	imperative;NS	Hör gar nicht auf das, was sie sagen!	
25.876	2.28	JENNY (child)	1	speech	commanding	imperative;address;imperative;address;imperative	Lauf, Forrest, lauf, Forrest, lauf	
28.916	0.8	BOY #2	1	speech	commanding	none	Auf die Räder	
29.756	0.72	BOY #3	1	speech	commanding	imperative	Macht schnell!	
32.036	0.8	BOY #3	1	speech	exclamation	HS	Los gehts!	
32.796	1.08	BOY #2	1	speech	regular	HS	Wir kriegen ihn schon.	
34.676	0.84	BOY #2	1	speech	exclamation	HS	Den greifen wir uns.	
35.956	1.36	ERZAEHLER	1	speech	regular	HS	Die Drei jagen an Jenny vorbei.	
37.356	1.68	JENNY (child)	1	speech	regular	imperative;address;imperative	Lauf, Forrest, Lauf	
39.676	1.08	JENNY (child)	1	speech	regular	imperative;address	Lauf, Forrest	
40.836	1.24	ERZAEHLER	1	speech	regular	HS	Er stakst den Weg entlang.	
42.636	1.16	BOY #1	1	speech	regular	HS	Wir kriegen dich schon.	
41.316	121.96	OST	0	song	instrumental	instrumental		
45.516	0.88	ERZAEHLER	1	speech	regular	HS	Forrest wird schneller.	
47.476	1.8	ERZAEHLER	1	speech	regular	HS	Die Jungs auf ihren Rädern holen langsam auf.	
51.156	2.28	ERZAEHLER	1	speech	regular	HS	Behindert durch die Schienen hastet Forrest weiter.	
53.676	0.72	ERZAEHLER	1	speech	regular	none	In Zeitlupe	
55.076	2.24	ERZAEHLER	1	speech	regular	HS	Mit seinen steifen Beinen macht er ungelenke Schritte.	
57.596	2.68	JENNY (child)	1	speech	regular	imperative;address;imperative	Lauf, Forrest, Lauf	
60.836	1.96	ERZAEHLER	1	speech	regular	HS	Die Verfolger treten verbissen in die Pedale.	
62.996	1.6	ERZAEHLER	1	speech	regular	HS	Gehetzt sieht sich Forrest zu ihnen um.	
64.996	1.32	ERZAEHLER	1	speech	regular	HS	Er hat eine Platzwunde an der Stirn.	
67.996	2.92	ERZAEHLER	1	speech	regular	HS;NS	Im Laufen beginnt Forrest plötzlich, die Knie zu beugen.	
72.036	1.6	ERZAEHLER	1	speech	regular	HS	Die Halterungen der Schienen reißen ab.	
74.516	1.52	ERZAEHLER	1	speech	regular	HS	Einzelteile fliegen durch die Luft.	
81.036	1.56	ERZAEHLER	1	speech	regular	HS	Die letzten Teile fallen ab.	
84.596	1.6	ERZAEHLER	1	speech	regular	HS	Forrest starrt entschlossen nach vorn.	
86.516	1.68	ERZAEHLER	1	speech	regular	HS	Die Jungs fahren durch die Reste der Schienen.	
90.636	3.04	FORREST (V.O.)	1	speech	regular	HS;NS	Sie werden mir das wahrscheinlich nicht glauben, wenn ich Ihnen das erzähle.	
93.796	0.76	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
95.076	1.92	FORREST	1	speech	regular;addendum	HS	Aber ich kann laufen so schnell wie der Wind.	
97.516	2.72	ERZAEHLER	1	speech	regular	HS	Die Krankenschwester nickt ohne von ihrer Zeitschrift aufzuschauen.	
100.556	0.96	FORREST	1	speech	regular	incomplete	Von dem Tag an...	
102.156	1.32	FORREST	1	speech	regular;addendum	completion	...bin ich nirgendwo mehr hingegangen.	
104.316	1.64	FORREST	1	speech	exclamation	HS	Ich bin nur noch gelaufen.	
106.196	0.64	BOY #2	1	speech	regular	HS	Er haut ab.	
107.396	0.96	ERZAEHLER	1	speech	regular	HS	Die drei Jungs stoppen.	
108.716	2.56	ERZAEHLER	1	speech	regular	HS	Verblüfft sehen sie dem davonrasenden Forrest nach.	
111.676	1.96	ERZAEHLER	1	speech	regular;addendum	relativ	...der eine Staubwolke hinter sich her zieht.	
113.756	0.52	BOY #2	1	speech	exclamation	none	So ein Mist	
115.276	3.96	ERZAEHLER	1	speech	regular	AND	Forrest biegt vom Weg ab und flitzt über eine große Wiese auf eine Baumreihe zu.	
121.396	2.36	ERZAEHLER	1	speech	regular	HS;relativ	Und überquert eine kleine Brücke, auf der Angler sitzen.	
127.956	3.64	ERZAEHLER	1	speech	regular	HS;relativ	Er rennt an Sträflingen vorbei, die den Grünstreifen am Straßenrand bearbeiten.	
132.636	3.64	ERZAEHLER	1	speech	regular	AND	In Greenbow jagt er am Friseurladen vorbei und wirbelt dabei eine Zeitung hoch.	
136.556	1.6	ERZAEHLER	1	speech	regular	HS	Drei Männer im Laden glotzen ihm nach.	
138.116	0.56	MAN	1	speech	exclamation	imperative	Sieh mal an!	
138.756	1.92	MAN	1	speech	regular	HS	Jetzt läuft er auch noch wie'n Verrückter.	
141.356	2.68	ERZAEHLER	1	speech	regular	HS	Forrest rast auf ein kleines, ärmliches Farmhaus zu.	
144.196	2.96	FORREST (V.O.)	1	speech	regular	HS;NS	Vorhin hab ich Ihnen doch erzählt, dass Jenny nie nach Hause wollte.	
147.716	3.8	FORREST (V.O.)	1	speech	regular	HS;NS	Sie wohnte in einem Haus, das war ungefähr so alt wie Alabama.	
152.156	2.76	FORREST (V.O.)	1	speech	regular	HS;NS	Ihre Mama war in den Himmel gekommen, als Jenny 5 war.	###HS;NS?###
155.076	1.8	FORREST (V.O.)	1	speech	regular;addendum	HS	Und ihr Daddy war sowas wie ein...	
157.276	0.44	FORREST (V.O.)	1	speech	regular;addendum	none	...Farmer.	
159.636	0.72	FORREST (child)	1	speech	asking	address	Jenny?	
160.836	1.84	FORREST (V.O.)	1	speech	regular	HS	Er war ein sehr liebevoller Mann.	
163.196	3.84	FORREST (V.O.)	1	speech	regular	AND	Dauernd hat er sie und ihre Schwestern gestreichelt und geküsst.	
167.116	2.0	ERZAEHLER	1	speech	regular	HS;relativ	Er entdeckt Jenny, die bei einem Tabakfeld steht.	
169.276	1.04	FORREST (V.O.)	1	speech	regular	incomplete	An diesem einen Tag...	
170.716	2.0	FORREST (V.O.)	1	speech	regular	completion;HS	...war Jenny nicht im Schulbus gewesen.	
173.556	0.44	FORREST (child)	1	speech	regular	address	Jenny	
174.076	1.96	FORREST (child)	1	speech	asking	question	Warum bist du heute nicht in der Schule gewesen?	
176.036	0.36	JENNY (child)	1	non	commanding	none	Psst!	
176.756	1.48	JENNY (child)	1	speech	regular	HS	Daddy ist gerade eingeschlafen.	
178.916	0.72	JENNY'S DAD	1	speech	regular	address	Jenny	
179.956	0.6	JENNY (child)	1	speech	commanding	imperative	Komm schnell!	
180.756	1.2	ERZAEHLER	1	speech	regular	HS	Sie zieht Forrest ins Feld.	
182.116	0.76	JENNY'S DAD	1	speech	regular	address	Jenny	
183.236	1.0	JENNY'S DAD	1	speech	asking	question	Wo rennst du denn hin?	
185.756	1.84	JENNY'S DAD	1	speech	commanding	imperative;NS;address	Mach, dass du ins Haus kommst, Mädchen!	
187.716	1.84	ERZAEHLER	1	speech	regular	HS	Ihr Vater stapft durch die brusthohen Pflanzen.	
189.636	0.72	JENNY'S DAD	1	speech	asking	question	Wo bist du?	
191.276	1.16	ERZAEHLER	1	speech	regular	none	In seiner Hand ein Flachmann	
192.636	1.76	ERZAEHLER	1	speech	regular	HS	Jenny zieht Forrest in ein hohes Maisfeld.	
194.636	0.56	JENNY'S DAD	1	speech	regular	address	Jenny	
195.436	39.76	OST	0	song	instrumental	instrumental		
195.876	0.64	JENNY'S DAD	1	speech	regular	address	Jenny	
196.956	0.84	JENNY'S DAD	1	speech	asking	question	Wo bist du?	
198.036	2.0	ERZAEHLER	1	speech	regular	HS	Zwischen den Pflanzen knien sich die Kinder hin.	
200.516	0.64	JENNY'S DAD	1	speech	regular	address	Jenny	
201.956	1.2	JENNY (child)	1	speech	regular	imperative;address	Bete mit mir, Forrest!	
203.476	0.88	JENNY (child)	1	speech	regular	imperative	Bete mit mir!	
204.676	0.88	JENNY'S DAD	1	speech	regular	address	Jenny	
205.636	0.6	JENNY (child)	1	speech	regular	address	Lieber Gott	
206.556	4.16	JENNY (child)	1	speech	regular	imperative;NS;NS2	Mach, dass ich ein Vogel werde, damit ich von hier wegfliegen kann, weit weit weg.	
211.036	0.6	JENNY (child)	1	speech	regular	address	Lieber Gott	
211.956	2.52	JENNY (child)	1	speech	regular	imperative;NS;NS2	Mach, dass ich ein Vogel werde, damit ich weit, weit..	
215.916	1.44	FORREST (V.O.)	1	speech	regular	HS	Mama hat immer sagt:	
217.556	1.56	FORREST (V.O.)	1	speech	regular	HS	Gottes Wege sind rätselhaft.	direkte Rede
219.156	0.72	JENNY'S DAD	1	speech	regular	address	Jenny	
220.076	2.92	FORREST (V.O.)	1	speech	regular	HS	Er hat an dem Tag keinen Vogel aus Jenny gemacht.	
222.356	1.12	JENNY'S DAD	0	speech	regular	undistinguishable	Komm sofort zurück!	
223.596	3.56	FORREST (V.O.)	1	speech	regular	incomplete	Aber dafür hat er dafür gesorgt, dass die Polizei gesagt hat:	###
227.316	2.4	FORREST (V.O.)	1	speech	regular	HS	Jenny braucht nie mehr in das Haus zurück zu gehen.	direkte Rede
230.156	4.96	FORREST (V.O.)	1	speech	regular	HS	Von da an wohnte sie bei ihrere Großmutter gleich drüben, an der Creekmore Avenue.	
235.196	1.52	FORREST (V.O.)	1	speech	regular	HS	Das hat mich sehr glücklich gemacht.	
236.796	1.0	FORREST (V.O.)	1	speech	regular;addendum	HS	Denn es war so nah.	
238.516	22.48	OST	0	song	instrumental	instrumental		
239.396	3.8	FORREST (V.O.)	1	speech	regular	AND	Machmal schlich Jenny sich nachts heimlich davon und kam rüber zu mir.	
243.676	1.48	FORREST (V.O.)	1	speech	regular	HS;NS	Das war, weil sie Angst hatte.	
245.276	0.6	FORREST (V.O.)	1	speech	regular;addendum	HS	...sagte sie.	
245.916	1.12	ERZAEHLER	1	speech	regular	none	Die Zwei im Bett	
246.876	1.24	FORREST (V.O.)	1	speech	regular	incomplete	Wovor sie Angst hatte,...	
248.476	0.6	FORREST (V.O.)	1	speech	regular;addendum	completion;HS	...weiß ich nicht.	
249.796	62.36	FORREST (V.O.)	1	speech	regular	HS;NS	Ich glaube, es war der Hund von ihrer Großmutter.	
252.476	1.56	FORREST (V.O.)	1	speech	regular	HS	Es war ein sehr böser Hund.	
254.956	0.56	FORREST (V.O.)	1	speech	regular	none	Na, egal	
255.756	4.28	FORREST (V.O.)	1	speech	regular	AND	Jenny und ich, wir waren die besten Freunde und das blieb auch so bis zur High School.	
260.076	0.96	ERZAEHLER	1	speech	regular	HS	Etwas trifft ihn.	
261.396	1.08	OLDER BOY #1	1	speech	regular	address	Hey, Blödmann	
262.556	0.84	JENNY	1	speech	commanding	imperative	Verzieh dich!	
263.436	0.96	ERZAEHLER	1	speech	regular	none	Jenny als Teenager	
264.636	1.16	JENNY	1	speech	regular	imperative;address	Lauf, Forrest, Lauf!	
265.876	1.08	OLDER BOY #1	1	speech	regular	address	Hey, Blödmann	
265.676	88.08	DUANE EDDY	0	song	instrumental	instrumental	“Rebel Rouser”	
267.356	1.44	OLDER BOY #1	1	speech	asking	question	Hast du nicht gehört?	
268.276	0.44	OLDER BOY #1	1	speech	regular	address	Blödmann	
268.796	0.8	JENNY	1	speech	regular	imperative;address	Lauf, Forrest	
269.676	2.24	ERZAEHLER	1	speech	regular	HS	Der Werfer springt zu den zwei anderen auf einen Pickup.	
272.076	1.36	OLDER BOY #2	1	speech	regular	imperative;address	Bleib stehen, du Trottel!	
274.836	0.96	JENNY	1	speech	regular	imperative;address	Lauf, Forrest!	
276.036	0.88	JENNY	1	speech	regular	imperative	Lauf!	
276.876	3.6	OLDER BOY #1	1	speech	asking	question;NS	Du glaubst du bist schneller als wir?	
278.996	1.16	OLDER BOY #1	1	speech	regular	imperative	Na, los, dann zeigs uns!	###
280.676	2.48	MAN IN TRUCK 1	1	non	regular	none	Ahahahaaaahahaha	###
