onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
6.146	0.1	in				APPR		
6.246	0.2	einem				ART		
6.446	0.3	Camp		setting_new		NN		
6.746	29.4	bei				APPR		
36.146	0.4	Jenny		fname		NE		
36.546	0.2	steht				VVFIN		
36.746	0.1	ein				ART		
36.846	0.3	Weißer		male		NN		
37.146	0.3	mit				APPR		
37.446	0.2	roter				ADJA		
37.646	0.4	Armbinde		object		NN		
50.846	13.3	Forrest#starrt	###			VVFIN		
64.146	0.4	zu				APPR		
64.546	0.3	Jenny		fname		NE		
64.846	0.1	und				KON		
64.946	0.4	Wesley		mname		NE		
65.346	0.1	die				ART		
65.446	0.1	sich				PRF		
65.546	0.4	streiten				VVFIN		
65.946	5.8	Wesley		male		NE		
71.746	0.2	ohrfeigt				VVFIN		
71.946	0.5	Jenny		fname		NE		
72.446	2.9	in				APPR		
75.346	0.5	Zeitlupe				NN		
75.846	0.6	Forrests		mname		NE		
76.446	0.5	Augen		face		NN		
76.946	0.3	weiten				VVFIN		
77.246	0.2	sich				PRF		
77.446	0.3	er				PPER		
77.746	0.4	maschiert				VVFIN		
78.146	0.1	auf				APPR		
78.246	0.4	Wesley		male		NE		
78.646	0.2	zu				PTKZU		
78.846	0.6	stürzt				VVFIN		
79.446	0.2	sich				PRF		
79.646	0.1	auf				APPR		
79.746	0.3	ihn				PPER		
80.046	0.2	und				KON		
80.246	0.2	fällt				VVFIN		
80.446	0.2	mit				APPR		
80.646	0.1	ihm				PPER		
80.746	0.2	über				APPR		
80.946	0.2	einen				ART		
81.146	0.2	Tisch		furniture		NN		
81.346	6.2	er				PPER		
87.546	0.4	prügelt				VVFIN		
87.946	0.1	auf				APPR		
88.046	0.3	Wesley		mname		NE		
88.346	0.2	ein				PTKVZ		
88.546	4.6	sie				PPER		
93.146	0.3	zieht				VVFIN		
93.446	0.1	ihn				PPER		
93.546	0.2	weg				PTKVZ		
93.746	1.8	Wesley		mname		NE		
95.546	0.3	rappelt				VVFIN		
95.846	0.1	sich				PRF		
95.946	0.3	hoch				ADJD		
96.246	0.6	fasst				VVFIN		
96.846	0.1	sich				PRF		
96.946	0.2	ins				APPRART		
97.146	0.2	Gesicht		face		NN		
97.346	0.2	und				KON		
97.546	0.3	sieht				VVFIN		
97.846	0.1	auf				APPR		
97.946	0.2	seine				PPOSAT		
98.146	0.5	blutigen				ADJA		
98.646	0.3	Hände		bodypart		NN		
110.846	0.7	ein				ART		
111.546	0.5	Schwarzer		male		NN		
112.046	0.3	hält				VVFIN		
112.346	0.0	die				ART		
112.346	0.3	Tür		roomgeo		NN		
112.646	0.1	auf				PTKVZ		
112.746	0.7	andere		persons		PIS		
113.446	0.3	haben				VAFIN		
113.746	0.2	ihre				PPOSAT		
113.946	0.3	Waffen		object		NN		
114.246	0.3	gezogen				VVPP		
114.546	2.7	er				PPER		
117.246	0.2	sieht				VVFIN		
117.446	0.2	zum				APPRART		
117.646	0.5	Anführer		male		NN		
118.146	0.5	der				PDS		
118.646	0.4	klopft				VVFIN		
119.046	0.0	sich				PRF		
119.046	0.3	mit				APPR		
119.346	0.0	dem				ART		
119.346	0.2	Revolver		object		NN		
119.546	0.4	auf				APPR		
119.946	0.1	die				ART		
120.046	0.4	schwarze				ADJA		
120.446	0.5	Lederjacke		body		NN		
