onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
7.72	16.0	MRSGUMP	0.777777777778	1.0	0.0	0.0	0.111111111111	1.0	0.33333333333299997	0.0	0.222222222222	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.222222222222	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0
23.72	3.0	MRSGUMP	0.33333333333299997	1.0	0.0	0.0	0.111111111111	1.0	0.555555555556	0.0	0.222222222222	1.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.444444444444	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
26.72	5.0	MRSGUMP	0.33333333333299997	1.0	0.0	0.0	0.111111111111	1.0	0.444444444444	0.0	0.33333333333299997	0.888888888889	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.33333333333299997	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
29.72	1.0	FORREST	0.111111111111	0.555555555556	0.0	0.0	0.555555555556	0.33333333333299997	0.0	0.0	0.111111111111	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.72	1.0	MRSGUMP	0.33333333333299997	0.777777777778	0.0	0.0	0.111111111111	0.555555555556	0.33333333333299997	0.0	0.555555555556	0.666666666667	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.72	1.0	MRSGUMP	0.0	0.555555555556	0.111111111111	0.0	0.0	0.444444444444	0.222222222222	0.0	0.444444444444	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37.72	1.0	MRSGUMP	-0.555555555556	0.33333333333299997	0.222222222222	0.0	0.111111111111	0.222222222222	0.111111111111	0.0	0.33333333333299997	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38.72	9.0	MRSGUMP	-0.666666666667	0.444444444444	0.222222222222	0.0	0.111111111111	0.222222222222	0.111111111111	0.0	0.444444444444	0.555555555556	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48.72	1.0	WOMAN	-0.111111111111	0.555555555556	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.111111111111	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48.72	1.0	MRSGUMP	-0.666666666667	0.444444444444	0.222222222222	0.111111111111	0.0	0.444444444444	0.111111111111	0.0	0.444444444444	0.555555555556	0.111111111111	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49.72	1.0	WOMAN	-0.222222222222	0.666666666667	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.222222222222	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49.72	3.0	MRSGUMP	-0.777777777778	0.444444444444	0.33333333333299997	0.111111111111	0.0	0.444444444444	0.111111111111	0.0	0.555555555556	0.666666666667	0.111111111111	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52.72	1.0	MRSGUMP	-0.555555555556	0.444444444444	0.111111111111	0.0	0.0	0.222222222222	0.111111111111	0.0	0.555555555556	0.444444444444	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53.72	10.0	MRSGUMP	-0.666666666667	0.666666666667	0.0	0.0	0.0	0.277777777778	0.111111111111	0.0	0.555555555556	0.666666666667	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74.72	1.0	MRSBLUE	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.111111111111	0.444444444444	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75.72	3.0	MRSBLUE	-0.666666666667	0.0	0.888888888889	0.0	0.0	0.33333333333299997	0.666666666667	0.0	0.777777777778	0.888888888889	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78.72	1.0	MRSBLUE	-0.555555555556	0.0	0.777777777778	0.0	0.0	0.33333333333299997	0.555555555556	0.0	0.666666666667	0.777777777778	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79.72	3.0	MRSBLUE	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.222222222222	0.444444444444	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88.72	4.0	FORREST	-0.555555555556	0.0	0.555555555556	0.111111111111	0.444444444444	0.222222222222	0.222222222222	0.0	0.111111111111	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0
92.72	5.0	FORREST	-0.888888888889	0.0	0.888888888889	0.111111111111	0.777777777778	0.555555555556	0.222222222222	0.0	0.222222222222	0.444444444444	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
97.72	10.0	FORREST	-0.555555555556	0.0	0.555555555556	0.0	0.555555555556	0.222222222222	0.111111111111	0.0	0.222222222222	0.222222222222	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0
