onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
37.64	2.0	FORRESTVO	-0.111111111111	0.555555555556	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.444444444444	0.444444444444	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40.64	1.0	FORREST	0.111111111111	0.555555555556	0.0	0.0	0.33333333333299997	0.444444444444	0.444444444444	0.0	0.0	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41.64	4.0	FORREST	0.222222222222	0.666666666667	0.0	0.0	0.444444444444	0.555555555556	0.444444444444	0.0	0.0	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60.64	1.0	FORREST	0.111111111111	0.555555555556	0.0	0.0	0.444444444444	0.444444444444	0.33333333333299997	0.0	0.0	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61.64	1.0	FORREST	0.111111111111	0.777777777778	0.0	0.0	0.33333333333299997	0.666666666667	0.666666666667	0.0	0.0	0.666666666667	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.111111111111	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62.64	19.0	FORREST	0.222222222222	0.888888888889	0.0	0.111111111111	0.444444444444	0.777777777778	0.666666666667	0.0	0.0	0.777777777778	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69.64	6.0	JENNY	-0.222222222222	0.888888888889	0.0	0.0	0.111111111111	0.888888888889	0.444444444444	0.0	0.222222222222	0.777777777778	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75.64	12.0	JENNY	0.111111111111	1.0	0.0	0.0	0.111111111111	1.0	0.777777777778	0.0	0.111111111111	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81.64	6.0	FORREST	0.222222222222	0.888888888889	0.0	0.111111111111	0.444444444444	0.888888888889	0.444444444444	0.0	0.0	0.666666666667	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0
96.64	6.0	FORREST	-0.444444444444	0.666666666667	0.0	0.0	0.33333333333299997	0.444444444444	0.33333333333299997	0.0	0.111111111111	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101.64	1.0	FORRESTVO	-0.111111111111	0.555555555556	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.555555555556	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105.64	13.0	FORRESTVO	-0.33333333333299997	0.555555555556	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.555555555556	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
106.64	1.0	JENNY	-0.555555555556	0.444444444444	0.111111111111	0.0	0.222222222222	0.444444444444	0.33333333333299997	0.0	0.0	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107.64	11.0	JENNY	-0.888888888889	0.777777777778	0.111111111111	0.0	0.444444444444	0.777777777778	0.33333333333299997	0.0	0.0	0.666666666667	0.222222222222	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107.64	13.0	FORREST	-0.444444444444	0.666666666667	0.0	0.0	0.222222222222	0.222222222222	0.444444444444	0.0	0.33333333333299997	0.222222222222	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118.64	3.0	JENNY	-0.111111111111	0.111111111111	0.666666666667	0.0	0.222222222222	0.666666666667	0.222222222222	0.0	0.0	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127.64	1.0	FORRESTVO	-0.444444444444	0.666666666667	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.555555555556	0.33333333333299997	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128.64	2.0	FORRESTVO	-0.555555555556	0.777777777778	0.0	0.111111111111	0.222222222222	0.0	0.0	0.0	0.666666666667	0.444444444444	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
130.64	1.0	FORRESTVO	-0.444444444444	0.666666666667	0.0	0.111111111111	0.222222222222	0.0	0.0	0.0	0.555555555556	0.444444444444	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
131.64	3.0	JENNY	-0.777777777778	0.222222222222	0.555555555556	0.0	0.111111111111	0.777777777778	0.222222222222	0.0	0.0	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0
134.64	4.0	JENNY	-0.888888888889	0.222222222222	0.666666666667	0.0	0.111111111111	0.888888888889	0.222222222222	0.0	0.0	0.111111111111	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0
134.64	2.0	FORRESTVO	-0.555555555556	0.555555555556	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.444444444444	0.222222222222	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139.64	2.0	FORRESTVO	-0.111111111111	0.555555555556	0.0	0.111111111111	0.222222222222	0.0	0.0	0.0	0.555555555556	0.33333333333299997	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.64	1.0	JENNY	-0.666666666667	0.666666666667	0.0	0.0	0.111111111111	0.444444444444	0.444444444444	0.0	0.222222222222	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
