onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
2.8	3.0	CROWD	0.777777777778	0.777777777778	0.0	0.444444444444	0.0	0.0	0.666666666667	0.0	0.33333333333299997	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.8	1.0	JENNY	-0.444444444444	0.666666666667	0.0	0.111111111111	0.33333333333299997	0.222222222222	0.444444444444	0.0	0.222222222222	0.444444444444	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.8	1.0	FORREST	-0.222222222222	0.666666666667	0.0	0.111111111111	0.33333333333299997	0.222222222222	0.555555555556	0.0	0.111111111111	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.8	8.0	JENNY	-0.555555555556	0.555555555556	0.0	0.0	0.222222222222	0.111111111111	0.33333333333299997	0.0	0.222222222222	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.8	3.0	FORRESTVO	-0.555555555556	0.777777777778	0.0	0.111111111111	0.222222222222	0.0	0.0	0.0	0.666666666667	0.33333333333299997	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.8	4.0	FORRESTVO	-0.444444444444	0.666666666667	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.666666666667	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16.8	5.0	MAN	0.777777777778	0.0	0.777777777778	0.111111111111	0.0	0.33333333333299997	0.555555555556	0.0	0.666666666667	0.777777777778	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21.8	1.0	JENNY	0.111111111111	0.0	0.555555555556	0.0	0.0	0.33333333333299997	0.444444444444	0.0	0.444444444444	0.444444444444	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22.8	3.0	JENNY	0.222222222222	0.0	0.888888888889	0.111111111111	0.111111111111	0.444444444444	0.666666666667	0.0	0.666666666667	0.777777777778	0.111111111111	0.0	0.0	0.111111111111	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22.8	3.0	MAN	0.666666666667	0.0	0.666666666667	0.111111111111	0.111111111111	0.222222222222	0.666666666667	0.0	0.444444444444	0.666666666667	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
