onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
2.949	2.8	FORREST (V.O.)	1	speech	regular	HS	Das war der glücklichste Moment in meinem Leben.	
5.869	0.96	ERZAEHLER	1	speech	regular	none	Abends in einem Camp.	
6.869	1.16	JENNY	1	speech	regular	HS;NS	Siehst du, alle nehmen sie.	
8.069	2.4	FORREST (V.O.)	1	speech	regular	HS	Wir waren wieder wie Pech und Schwefel.	
11.629	1.48	FORREST (V.O.)	1	speech	regular	HS	Sie führte mich in der Stadt herum.	
13.509	2.8	FORREST (V.O.)	1	speech	regular	HS	Und dann stellte sich mich auch ein paar von ihren neuen Freunden vor.	
13.949	83.96	JIMI HENDRIX	0	song	regular		“Hey Joe”	
16.949	2.96	RUBEN	1	speech	regular	imperative	Wirst du wohl das Rollo runter machen! Und beweg deinen weißen Arsch vom Fenster weg!	
20.349	1.84	RUBEN	1	speech	asking	question;NS	Weißt du nicht, dass wir im Krieg sind?	
22.269	0.36	JENNY	1	speech	commanding	imperative	Hör auf!	
22.669	0.72	JENNY	1	speech	regular	HS	Er ist in Ordnung.	
23.429	0.68	JENNY	1	speech	regular	HS	Er ist in Ordnung.	
24.269	1.0	JENNY	1	speech	regular	HS	Er gehört zu uns.	
24.629	1.56	MASAI	1	speech	regular	HS	Ich werd dir jetzt mal was erzählen.	
25.909	1.16	WESLEY	1	speech	asking	question	Verflucht nochmal, wo warst du?	##exclamation###
26.349	9.44	MASAI	1	speech	regular	complex	Wir haben den besten Vorsatz, unsere schwarzen Führer vor den rassistischen Übergriffen der Bullen zu schützen, vor denen, die unsere Schwarzen Führer misshandeln und unsere Frauen vergewaltigen und den Zusammenschluss der Schwarzen zerschlagen wollen.	
33.429	2.2	BLACK PANTHER	1	speech	regular	address	Masai, Telefon.	#timings#
36.109	2.24	ERZAEHLER	1	speech	regular	HS	Bei Jenny steht ein Weißer mit roter Armbinde.	
38.469	0.92	WESLEY	1	speech	asking	question	Wer ist der Babykiller?	
40.349	1.12	JENNY	1	speech	regular	HS	Das ist mein guter, alter Freund.	
41.509	1.04	JENNY	1	speech	regular	HS	Das ist Forrest Gump.	
43.029	0.32	JENNY	1	speech	regular	address	Forrest	
43.429	0.68	JENNY	1	speech	regular	HS	Das ist Wesley.	
44.669	1.6	JENNY	1	speech	regular	HS	Wir beide waren zusammen in Berkeley.	
46.509	2.32	JENNY	1	speech	regular	HS	Wesley ist der Präsident vom SDS in Berkeley.	
48.909	1.32	MASAI	1	speech	regular	HS	Und ich sag dir nochwas anderes.	
50.429	3.84	MASAI	1	speech	regular	HS;NS;NS2	Wir sind dazu da, um Menschen zu schützen und all denen zu helfen, die unsere Hilfe brauchen.	
51.349	1.12	WESLEY	0	speech	asking	question	Komm jetzt! Hörst du nicht?	
52.349	0.76	JENNY	0	speech	regular	###	Ok, Forrest	
52.989	0.88	WESLEY	0	speech	commanding	imperative	Na, komm schon!	
54.429	0.6	MASAI	1	speech	regular	HS	Du musst wissen.	
55.109	2.68	MASAI	1	speech	regular	HS	Wir die Black Panther sind gegen den verdammten Krieg in Vietnam.	
57.829	0.48	MASAI	1	speech	regular	none	Ja, ja	
58.349	5.36	MASAI	1	speech	regular	complex	Wir sind gegen jeden Krieg, in dem schwarze Soldaten an die vordeste Front geschickt werden, um für ein Land zu sterben, das sie hasst.	
63.749	2.32	ERZAEHLER	1	speech	regular	HS;NS	Forrest starrt zu Jenny und Wesley, die sich streiten.	
65.989	5.4	MASAI	1	speech	regular	complex	...kämpfen sollen. Gleichzeitig aber in ihrer eigenen Heimat misshandelt und umgebracht werden, wenn sie nachts friedlich in ihren Betten schlafen.	##hier ist nach erzähler im hörspiel wieder FG###
71.429	1.16	ERZAEHLER	1	speech	regular	HS	Wesley ohrfeigt Jenny.	
75.269	0.76	ERZAEHLER	1	speech	regular	none	In Zeitlupe	
76.109	1.48	ERZAEHLER	1	speech	regular	HS	Forrests Augen weiten sich.	
77.709	1.28	ERZAEHLER	1	speech	regular	HS	Er marschiert auf Wesley zu.	
79.109	2.4	ERZAEHLER	1	speech	regular	AND	Stürzt sich auf ihn und fällt mit ihm über einen Tisch.	
84.549	7.08	JENNY	1	speech	commanding	address;imperative	Forrest, hör auf damit!	
86.749	0.64	JENNY	1	speech	commanding	imperative	Hör auf!	
87.429	1.24	ERZAEHLER	1	speech	regular	HS	Er prügelt auf Wesley ein.	
89.429	0.84	JENNY	1	speech	regular	address	Forrest	
90.829	0.36	JENNY	1	speech	commanding	imperative	Hör auf!	
92.309	0.64	JENNY	1	speech	commanding	imperative	Hör auf!	
93.069	0.8	ERZAEHLER	1	speech	regular	HS	Sie zieht ihn weg.	
94.309	0.4	WESLEY	1	non	regular	none	Errch	
95.189	1.28	ERZAEHLER	1	speech	regular	HS	Wesley rappelt sich hoch.	
96.549	0.96	ERZAEHLER	1	speech	regular;addendum	HS	fasst sich ins Gesicht.	
97.549	1.48	ERZAEHLER	1	speech	regular;addendum	HS	und sieht auf seine blutigen Hände.	
100.109	1.0	WESLEY	1	non	regular	none	ooooooohh	##kein non-speech i.e.S.###
101.469	4.76	WESLEY	1	speech	regular	HS	Hätt ich dich bloß nicht mitgenommen.	
103.589	2.52	WESLEY	1	speech	commanding	HS;NS	Ich hätte es wissen müssen, es kommt nur Scheisse und Suff dabei raus!	
108.309	1.52	FORREST	1	speech	regular	HS	Er darf dich nicht schlagen.	
109.909	0.56	FORREST	1	speech	regular	address	Jenny	
111.509	1.44	ERZAEHLER	1	speech	regular	HS	Ein Schwarzer hält die Tür auf.	
113.189	1.48	ERZAEHLER	1	speech	regular	HS	Andere haben ihre Waffen gezogen.	
115.549	0.48	JENNY	1	speech	commanding	imperative	Komm jetzt!	
116.069	0.56	JENNY	1	speech	regular	address	Forrest	
117.229	1.0	ERZAEHLER	1	speech	regular	HS	Er sieht zum Anführer.	
118.509	2.52	ERZAEHLER	1	speech	regular	HS	Der klopft sich mit dem Revolver auf die schwarze Lederjacke.	
123.029	2.8	FORREST	1	speech	regular	HS;HS	Tut mir Leid. Ich wollte eure Black Panther Party nicht stören.	
126.229	2.8	ERZAEHLER	1	speech	regular	HS	Vor dem Weißen Haus geht Jenny mit ihm an einem Friedensmarsch vorbei.	
128.229	14.64	CROWD	0	singing	regular	foreign	“Where Have All the Flowers Gone?”	###
129.389	1.68	JENNY	1	speech	regular	HS;NS	Er meint es nicht ernst, wenn er sowas tut.	
131.109	0.52	JENNY	1	speech	regular;addendum	none	Ehrlich nicht	
131.669	1.16	FORREST	1	speech	regular	HS	Ich würde dir nie wehtun.	
132.869	0.36	FORREST	1	speech	regular	address	Jenny	
135.589	0.92	JENNY	1	speech	regular	HS	Ja, das weiß ich.	
136.549	0.56	JENNY	1	speech	regular	address	Forrest	
137.309	2.12	ERZAEHLER	1	speech	regular	HS	Die Demonstranten halten Kerzen in den Händen.	
139.629	1.16	FORREST	1	speech	regular	HS	Ich möchte gern dein...	
141.229	1.08	FORREST	1	speech	regular;addendum	HS	...fester Freund sein.	
142.869	56.64	THE YOUNGBLOODS	0	song	regular		“Get Together”	
144.109	1.8	ERZAEHLER	1	speech	regular	HS	Im Gehen sehen sie sich kurz in die Augen.	
146.149	1.12	ERZAEHLER	1	speech	regular	HS	Jenny senkt den Blick.	
149.709	1.44	ERZAEHLER	1	speech	regular	HS	Sie wischt über Forrests Ärmel.	
152.189	1.6	JENNY	1	speech	regular	HS	Diese Uniform ist wirklich irre.	
153.829	0.48	JENNY	1	speech	regular	address	Forrest	
155.949	1.32	JENNY	1	speech	regular	HS	Du siehst gut damit aus.	
158.069	0.88	JENNY	1	speech	regular	none	Ganz ehrlich	
160.389	0.76	JENNY	1	non	regular	none	uhmpf	
162.949	0.64	FORREST	1	speech	asking	question	Weißt du was?	
163.669	0.48	JENNY	1	speech	asking	none	Was	
168.069	1.36	FORREST	1	speech	regular	none;NS	Schön, dass wir beide hier sind.	
169.469	1.24	FORREST	1	speech	regular;addendum	NS	Hier in unserer Hauptstadt	
171.109	1.48	ERZAEHLER	1	speech	regular	HS	Jenny hakt sich bei ihm unter.	
173.389	0.76	JENNY	1	speech	regular	HS	Das find ich auch.	
174.189	0.48	JENNY	1	speech	regular	address	Forrest	
175.149	1.96	FORREST (V.O.)	1	speech	regular	HS	Wir sind die ganze Nacht spazieren gegangen.	
176.829	3.0	JENNY	0	speech	regular	HS	Ich muss dir was erzählen. Also, Du kannst dir gar nicht vorstellen, was hier los ist.	
177.149	0.88	FORREST (V.O.)	1	speech	regular	none	Jenny und ich	
