onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
3.053	0.72	FORREST (V.O.)	1	speech	regular	none	In Liebe	direkte Rede
4.133	1.64	FORREST (V.O.)	1	speech	regular	address	Forrest Gump	direkte Rede
6.613	25.8	BUFFALO SPRINGFIELD	1	song	regular		“For What Its Worth”	
7.333	1.36	ERZAEHLER	1	speech	regular	HS	Auf Patrouille streift der Trupp...	
10.093	0.64	ERZAEHLER	1	speech	regular	completion	...durch den Dschungel.	
16.133	2.36	BUFFALO SPRINGFIELD	1	singing	regular	foreign	There's something happenin' here.	
20.213	1.0	FORREST (V.O.)	1	speech	regular	HS	Dann kam ein Tag	
21.653	2.0	FORREST (V.O.)	1	speech	regular	HS	Wir waren grade mal unterwegs, wie üblich.	
24.693	2.8	FORREST (V.O.)	1	speech	regular	HS	Da hat plötzlich jemand den Regen abgestellt.	
27.973	0.72	FORREST (V.O.)	1	speech	regular	none	Einfach so	
29.373	1.24	FORREST (V.O.)	1	speech	regular	HS	und die Sonne kam raus.	
33.333	1.12	ERZAEHLER	1	speech	regular	HS	Ein Kamerad wird getroffen.	
34.493	1.04	ERZAEHLER	1	speech	regular	HS	Forrest wirft sich hin.	
33.733	0.36	SOLDIER 1	1	speech	commanding	none	runter	#movie#
33.773	0.2	SOLDIER 1	1	non	regular	none	aaaah	#movie#
36.013	1.04	LT. DAN	1	speech	regular	imperative	Geht in Deckung!	
37.013	1.68	ERZAEHLER	1	speech	regular	HS	Leuchtende Munition saust durch die Luft.	
42.733	1.2	ERZAEHLER	1	speech	regular	HS	Überall spritzt Erde hoch.	
44.053	1.52	ERZAEHLER	1	speech	regular	HS	Forrest robbt hinter eine Wegböschung.	
46.093	2.28	LT. DAN	1	speech	commanding	HS	Ihr sollt das MG herbringen, verdammt nochmal!	
48.373	1.2	BUBBA	1	speech	regular	address	Forrest	
49.413	0.92	BUBBA	1	speech	asking	none	Alles okay?	
50.453	2.68	ERZAEHLER	1	speech	regular	AND	Neben Forrest liegt Dan und hält den Hörer eines Funktelefons.	
52.973	3.16	LT. DAN	0	speech	regular	complex	Strongarm, Strongarm, Hier Leg Lima 6, wir liegen unter Beschuss.	
56.133	1.24	LT. DAN	0	speech	commanding	address	Sanitäter	
57.413	1.2	LT. DAN	1	speech	regular	HS	Wir haben einen Verwundeten.	
