onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
0.56	2.0	JENNY	-0.444444444444	0.666666666667	0.111111111111	0.33333333333299997	0.111111111111	0.611111111111	0.222222222222	0.0	0.0555555555556	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0
9.56	43.0	JENNY	-0.777777777778	0.0	0.777777777778	0.111111111111	0.222222222222	0.777777777778	0.0	0.0	0.33333333333299997	0.0	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0
20.56	11.0	FORREST	-0.555555555556	0.222222222222	0.444444444444	0.111111111111	0.111111111111	0.33333333333299997	0.0	0.0	0.444444444444	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.56	1.0	FORREST	-0.555555555556	0.222222222222	0.666666666667	0.0	0.444444444444	0.666666666667	0.0	0.0	0.33333333333299997	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.56	1.0	FORREST	-0.555555555556	0.222222222222	1.0	0.111111111111	0.666666666667	0.888888888889	0.0	0.0	0.444444444444	1.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
33.56	16.0	FORREST	-0.33333333333299997	0.222222222222	0.888888888889	0.111111111111	0.666666666667	1.0	0.0	0.0	0.444444444444	1.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
49.56	2.0	FORREST	-0.33333333333299997	0.33333333333299997	0.888888888889	0.111111111111	0.666666666667	1.0	0.0	0.0	0.555555555556	1.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
51.56	1.0	FORREST	-0.444444444444	0.222222222222	0.777777777778	0.111111111111	0.555555555556	0.888888888889	0.0	0.0	0.444444444444	0.888888888889	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
52.56	3.0	JENNY	-0.777777777778	1.0	0.111111111111	0.111111111111	0.222222222222	1.0	0.0	0.0	0.666666666667	1.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52.56	1.0	FORREST	-0.222222222222	0.222222222222	0.555555555556	0.111111111111	0.33333333333299997	0.666666666667	0.0	0.0	0.33333333333299997	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
53.56	3.0	FORREST	-0.33333333333299997	0.222222222222	0.444444444444	0.111111111111	0.222222222222	0.555555555556	0.0	0.0	0.33333333333299997	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0
55.56	1.0	JENNY	-0.666666666667	0.888888888889	0.0	0.111111111111	0.111111111111	0.888888888889	0.0	0.0	0.555555555556	0.888888888889	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
