onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
6.989	0.64	ERZAEHLER	1	speech	regular	HS	Es ist Tag.	
8.109	3.84	ERZAEHLER	1	speech	regular	AND	Neben seinem Haus sitzt Forrest auf dem kleinen Mäher und mäht die große Wiese.	
17.029	1.64	ERZAEHLER	1	speech	regular	HS	Er zieht eine schnurgerade Bahn.	
21.589	2.88	ERZAEHLER	1	speech	regular	HS;NS	Die Wiese grenzt an den Fluss, der von Bäumen gesäumt ist.	
27.669	1.36	ERZAEHLER	1	speech	regular	HS	Von der Zufahrt kommt...	
29.629	1.28	ERZAEHLER	1	speech	regular;addendum	none	...Jenny auf den Rasen.	
33.069	2.48	ERZAEHLER	1	speech	regular	HS	Sie geht am Baum mit der Schaukel vorbei auf Forrest zu.	
36.069	0.64	FORREST (V.O.)	1	speech	regular	incomplete	Und dann...	
38.189	1.0	FORREST (V.O.)	1	speech	regular;addendum	HS	...war sie da.	
45.349	1.4	ERZAEHLER	1	speech	regular	HS	Langsam nähert sich Jenny.	
49.589	1.04	ERZAEHLER	1	speech	regular	HS	Forrest steigt ab.	
51.029	2.24	ERZAEHLER	1	speech	regular	HS	Ungläubig geht er ihr ein paar Schritte entgegen.	
53.469	0.68	ERZAEHLER	1	speech	regular	HS	Und hält an.	
60.069	1.28	ERZAEHLER	1	speech	regular	HS	Er eilt auf Jenny zu.	
67.629	2.64	ERZAEHLER	1	speech	regular	HS	Mit etwas Abstand bleiben die beiden voreinander stehen.	
70.749	1.04	JENNY	1	speech	regular	address	Hallo, Forrest	
72.949	0.8	FORREST	1	speech	regular	address	Hallo, Jenny	
74.709	1.28	ERZAEHLER	1	speech	regular	HS	Sie fällt ihm um den Hals.	
81.589	2.36	ERZAEHLER	1	speech	regular	HS	Zögernd legt auch er seine Arme um sie.	
84.949	1.04	FORREST (V.O.)	1	speech	regular	HS	Jenny war wieder da.	
86.349	0.92	FORREST (V.O.)	1	speech	regular	HS	Und sie blieb bei mir.	
87.349	1.0	ERZAEHLER	1	speech	regular	HS;HS	Es ist Tag. Sie schläft.	
88.509	3.76	FORREST (V.O.)	1	speech	regular	HS;NS;NS2	Vielleicht kam das daher, dass sie nicht wusste, wo sie sonst hingehen sollte.	
92.469	2.4	FORREST (V.O.)	1	speech	regular	none;NS	Oder auch deshalb, weil sie so müde war.	
95.389	2.68	FORREST (V.O.)	1	speech	regular	AND	Denn sie ging ins Bett und schlief und schlief.	
98.589	2.2	FORREST (V.O.)	1	speech	regular	NS	Als ob sie seit Jahren nicht geschlafen hätte.	
101.269	1.96	FORREST (V.O.)	1	speech	regular	HS;NS	Es war wunderbar, sie zu Hause zu haben.	###grammar###
